sentence,entity,compare,num 
218#注册时间在2019年1月1日-12月31日之间,(注册)时间、2019年1月1日、(12月31日)之间,,
218#2019年度零售额纳入“一套表”统计,(2019)年度、零售额、(一套)表,,2019年度、一套表
218#(2)新设公司年零售额首次达5000万元以上,(新设)公司,,2、零售额、5000
218#奖励标准：新设公司零售额超过5000万元部分,(奖励)标准、(新设公司)零售额,,5000万元、部分
218#每增长2000万元奖励10万元,,,2000万元、10万元
218#申报材料：,申报材料,,
218#(1)法人营业执照和法人代表身份证或护照复印件,(1)法人)营业执照、(法人)营业执照、(法人代表)身份证、(护照)复印件,,1)法人营业执照
218#(2)奖励资金申请表(附件1-1),(资金)申请表、附件,,2、1-1
218#(3)承诺书,(3))承诺书,,3)承诺书
218#(4)2019年度“一套表”零售额增长统计证明材料(由区商务主管部门统一汇总并审核确认),(4)2019年度“一套表”零售额增长统计证明)材料、(2019年度“一套表”零售额增长统计证明)材料、(一套)表、(零售额增长统计证明)材料、(区)商务、主管部门,,4)2019年度“一套表”零售额增长统计证明材料、
218#(5)专项审计材料：要求体现组织架构变更前后经营主体情况,(专项审计)材料、(组织)架构、(变更)前后、情况,,5
218#股权关系说明及相关证明材料,(股权)关系、(相关证明)材料,,
218#变更前后零售额纳统情况等,(变更)前后、情况,,
219#申报条件和要求,(申报)条件、要求,,
219#2020年省科技重大专项专题应按照“2020年省科技重大专项专题申报选题表”（附件）所规定的选题方向范围和相关要求申报,2020年、(省)科技、专题、(2020年)省、表、附件、(规定的选题方向)范围、(选题)方向、范围、(相关)要求,,
219#目标任务应明确具体,(目标)任务,,
219#体现项目创新性,(项目)创新性,,
219#预期技术指标应量化可考核,技术指标,,
219#在项目完成时能形成具有自主知识产权的技术成果和产业化指标,项目、(具有自主知识产权的)技术成果、(产业化)指标,,
219#项目研发内容不得与省发改委、工信厅、海洋与渔业局等省直有关单位立项项目相同或类似,(项目研发)内容、省、工、厅、海洋与渔业局、(有关)单位、(立项)项目,,
219#申请科技厅资助经费不超过附件规定的申请资助经费额度,科技厅、经费、附件、(经费)额度,,
219#按照《福建省级科技计划项目经费管理办法》及其补充通知的要求,(福建省级科技计划)项目、经费、(管理)办法、(补充通知的)要求,,
219#编制科技项目经费预算（包括项目合作单位经费预算）,(科技)项目、预算、(项目合作)单位、预算,,
219#若省科技厅实际资助经费未达到申请额度,(省)科技厅、经费、(申请)额度,,
219#项目申报单位应能自筹解决差额部分,(项目申报)单位、差额,,部分
219#鼓励申报单位及合作单位共同投入,(申报)单位、(合作)单位,,
219#牵头申报单位为企业的,(牵头申报)单位、企业,,
219#应符合下列条件：,(下列)条件,,
219#必须是在推荐区域内（不含计划单列市）注册、具有独立法人资格并具备科研开发能力和条件的规模以上企业（软件等行业企业规模参照工业企业）或市级以上农业产业化龙头企业,(区域)内、(计划单列)市、(独立)法人资格、(科研开发)能力、条件、(规模)以上、企业、(软件等行业)企业、(行业)企业、规模、(工业)企业、(市级)以上、农业、龙头企业,,
219#2019年度研发费用占主营业务收入的比例应达5%以上,(2019)年度、费用、(主营)业务收入、比例、(5%)以上,,2019年度、5%以上
219#并提供能体现研发经费投入比例的企业研发经费投入结构明细表（格式下载网址：http://xmgl.kjt.fujian.gov.cn/）,(研发)经费、(投入比例的企业研发)经费、(企业研发)经费、(结构)明细表、格式、网址,,
219#高新技术企业可以提供有效的高新技术企业证书,(高新技术)企业、(有效的高新技术企业)证书、(高新技术)企业、证书,,
219#不需要提供企业研发经费投入结构明细表,(企业研发)经费、(结构)明细表,,
219#鼓励产学研联合申报,,,
219#产学研合作单位应签订合作协议,(产学研合作)单位、(合作)协议,,
219#协议内容应包括项目研发任务分工、知识产权权益归属,(协议)内容、项目、(研发)任务、(知识产权)权益,,
219#项目资助经费的分配,项目、经费,,
219#项目牵头申报单位不得有到期未验收的省科技计划项目,(项目牵头申报)单位、(到期未验收的省科技计划)项目、(省科技计划)项目,,
219#项目负责人应为实际主持研究工作的科技人员,(项目)负责人、(主持研究工作的)科技人员,,
219#不得有到期未验收的省科技计划项目,(到期未验收的省科技计划)项目、(省科技计划)项目,,
219#项目负责人不得有在研的重大项目、区域发展项目、高校产学项目、对外合作产业化项目、STS项目,(项目)负责人、(研的)重大项目、区域、(发展)项目、(高校)产学、项目、(对外合作产业化)项目、(STS)项目,,
219#项目结束时负责人年龄不超过60岁,项目、(负责人)年龄,,60岁
219#企业牵头的项目负责人可延长至65岁,企业、(牵头的项目)负责人、(项目)负责人,,65岁
219#项目牵头申报单位、项目负责人及课题组成员不得是失信被执行人,(项目牵头申报)单位、(项目)负责人、(课题组)成员、被执行人,,
219#不得是列入项目管理资信“黑名单”,项目、(管理)资信、黑名单,,
219#取消申报资格处罚时限未到期,(取消申报资格处罚)时限、(处罚)时限,,
219#项目申报单位及项目负责人应保证所提供申报项目信息的真实性,(项目申报)单位、(项目)负责人、(提供申报项目信息的)真实性,,
219#并对信息虚假导致的后果承担责任,(对信息虚假导致的)后果、(导致的)后果、(后果)承担责任,,
219#申报项目研发起始时间为2020年8月1日,(申报)项目、(起始)时间、2020年8月1日,,
219#结束时间一般不超过2023年8月1日,(结束)时间、2023年8月1日,,
219#申请书相关附件：合作协议书、高新技术企业证书、企业研发经费投入结构明细表（加盖企业财务章）、体现经营收入的企业上年度利润表（加盖企业财务章）或市级以上农业产业化龙头企业证书等,(申请书相关)附件、(合作)协议书、(高新技术)企业、证书、企业、(研发)经费、(结构)明细表、(企业)财务章、(体现经营收入的)企业、(企业)上、利润表、(企业)财务章、(市级)以上、证书,,
222#申报要求,(申报)要求,,
222#请符合以上补助条件的商标权利人于2020年4月15日前向各设区市市场监管局商标监管部门提出申请补助,(以上补助)条件、(商标)权利人、2020年4月、日前、(各)设区市、市场、(监管局商标)监管部门、(申请)补助,,15
222#各设区市局请于5月15日前审核、汇总申请补助的企业名单及证据材料,(各设区市)局、5月、日前、(审核、汇总申请补助的企业名单及证据)材料、(企业名单及证据)材料、(证据)材料,,
222#并完整填报相关表格,(相关)表格,,
222#报送省市场监管局商标处,(省)市场、处,,
222#联系人：林佳雯,(联系人：)林佳雯,,
222#联系电话：0591-63097748,联系电话,,0591-63097748
222#福建省市场监督管理局,(福建省)市场、局,,
222#2020年2月26日,2020年2月26日,,
223#申报条件,(申报)条件,,
223#项目申报单位必须是在闽具有独立法人资格的省内本科高等学校（原本有推荐权限的本科高校,项目、(申报)单位、法人资格、(省内)本科、权限、本科,,
223#以二级学院或系为申报单位）、省属科研院所、省级医院及省科协所属省级学会（协会、研究会）,(二级)学院、系、(申报)单位、(省属)科研院所、(省级)医院、省、(所属省级)学会、协会、研究会,,
223#不接受个人直接申报,个人,,
223#推荐单位统一为福建省科协,单位、福建省,,
223#申报单位须具有完成项目必备的人才条件和投入保障,(申报)单位、项目、(必备的人才)条件、(人才)条件,,
223#不得有到期未结题的省科技计划项目,(到期未结题的省科技计划)项目、(省科技计划)项目,,
223#联合项目经费由省科协负责资助,(联合)项目、经费、省,,
223#项目经费从2019年和2020年的福建省创新驱动助力工程专项资金中列支,(项目)经费、(2019年和2020年的福建省创新驱动助力)工程、(福建省创新驱动助力)工程、中,,
223#申报单位应当严格按照《福建省创新驱动助力工程专项资金管理办法》和《福建省科技计划项目经费管理办法》及其补充通知的要求,(申报)单位、(严格按照《福建省创新驱动助力工程专项资金管理办法》和《福建省科技计划项目经费管理办法》及其补充通知的)要求、(福建省创新驱动助力)工程、办法、(福建省科技计划项目)经费、(管理)办法、(补充通知的)要求,,
223#编制项目经费预算,(编制)项目、预算,,
223#项目负责人应当在相关研究领域具有较高的学术造,(项目)负责人、(相关研究)领域、(高的)学术,,
223#诣,诣,,
223#原则上应具有副高级以上职称或博士学位,原则上、(副高级)以上、职称、博士学位,,
223#项目负责人当,(项目)负责人,,
223#年度只能申请1个项目,年度、项目,,1个
223#不得有在研的省级科技计划项目,(研的省级科技计划)项目、(省级科技计划)项目,,
